iter	RMSE
126	0.02408369811
127	0.02406018872
128	0.02403441488
129	0.02399792402
130	0.02396801456
131	0.02393520399
132	0.02390835845
133	0.02387740768
134	0.02384662068
135	0.02382463366
136	0.02380373738
137	0.02378518516
138	0.02375639928
139	0.02372695011
140	0.02370105814
141	0.02367046274
142	0.02365203767
143	0.02363640381
144	0.0236190846
145	0.02359676758
146	0.02357317503
147	0.02355653663
148	0.02354260317
149	0.02351623611
150	0.02349615155
151	0.02348102089
152	0.02346429417
153	0.02345235031
154	0.02344216069
155	0.02342907365
156	0.02341232619
157	0.02339490079
158	0.02338136087
159	0.02335852194
160	0.02334324795
161	0.02332971507
162	0.02331467051
163	0.02330449844
164	0.02329339882
165	0.02327494119
166	0.02326602933
167	0.02325248304
168	0.02323326444
169	0.02321992721
170	0.0232001562
171	0.02319189965
172	0.02317981837
173	0.0231653612
174	0.02315503777
175	0.02314966954
176	0.0231376257
177	0.02312875519
178	0.02311611104
179	0.02310758445
180	0.02309593251
181	0.02307751945
182	0.02307254239
183	0.0230630983
184	0.02305693534
185	0.0230418508
186	0.02303424716
187	0.02301926917
188	0.02301282388
189	0.02300600117
190	0.02299686654
191	0.02298656708
192	0.02297579262
193	0.02296507225
194	0.02295590439
195	0.02294871055
196	0.02293493136
197	0.02292712809
198	0.02291829095
199	0.02291289457
200	0.022907115
201	0.02289913794
202	0.02289116002
203	0.02288163005
204	0.02287489489
205	0.02286742854
206	0.02285986684
207	0.02285303294
208	0.02284202744
209	0.02283094132
210	0.02282537289
211	0.02282087341
212	0.02281043477
213	0.02280602308
214	0.02279679522
215	0.0227882308
216	0.02278135147
217	0.02277604663
218	0.02276477729
219	0.02275963099
220	0.02275344148
221	0.02274568004
222	0.02273842417
223	0.02273570005
224	0.02272771083
225	0.02272038074
226	0.02270872208
227	0.02269712713
228	0.02269386378
229	0.02268498892
230	0.02267774855
231	0.02266973024
232	0.02265632251
233	0.02264731379
234	0.02263958466
235	0.02263328206
236	0.02262120305
237	0.0226153255
238	0.02261134475
239	0.02260580529
240	0.02259600382
241	0.02258989487
242	0.02258308187
243	0.0225764221
244	0.02257081362
245	0.02256889886
246	0.02256409832
247	0.02255994234
248	0.02254829539
249	0.02254292803
250	0.0225398174
251	0.02252989004
252	0.02251785566
253	0.02250581212
254	0.02249893846
255	0.02249346259
256	0.0224866202
257	0.0224816061
258	0.02247685616
259	0.02247184131
260	0.02246667927
261	0.02246175097
262	0.02245701033
263	0.02245316859
264	0.02244837488
265	0.02244695931
266	0.02244113005
267	0.02243920114
268	0.02243423462
269	0.02242781126
270	0.02242484603
271	0.02242183854
272	0.02241661402
273	0.0224120168
274	0.02240342984
275	0.02239786201
276	0.02239237986
277	0.02238815681
278	0.02237893945
279	0.02237396828
280	0.02236800935
281	0.0223615942
282	0.02235705283
283	0.02235367191
284	0.02234787551
285	0.02234371967
286	0.02233759854
287	0.02232981938
288	0.0223235001
289	0.02231737894
290	0.02231369734
291	0.02231111062
292	0.02230169979
293	0.02229582792
294	0.02228662408
295	0.02228279206
296	0.02227813957
297	0.02227436486
298	0.022262715
299	0.02225934141
300	0.02225220581
301	0.02224567088
302	0.0222408828
303	0.02223629169
304	0.02223178049
305	0.02222916178
306	0.02222461749
307	0.02221772899
308	0.02220951189
309	0.02220548338
310	0.02220104008
311	0.02219858778
312	0.02219281699
313	0.02218301352
314	0.02217868419
315	0.02217354342
316	0.0221651143
317	0.02216034009
318	0.02215457803
319	0.02214782233
320	0.02214166967
321	0.02213880279
322	0.02213537166
323	0.02213235187
324	0.02212863092
325	0.02212449459
326	0.02212038243
327	0.02211526213
328	0.02210989232
329	0.02210191716
330	0.02209695373
331	0.0220916335
332	0.02208169178
333	0.02207656991
334	0.02207221784
335	0.02206827556
336	0.02206317035
337	0.02205924886
338	0.02205629876
339	0.02205089968
340	0.02204873906
341	0.02204377253
342	0.02203778613
343	0.02203182981
344	0.02202938715
345	0.0220258596
346	0.02201942766
347	0.02201399718
348	0.0220088165
349	0.02200393747
350	0.02199938047
351	0.02199495494
352	0.02199070811
353	0.02198494856
354	0.02198055851
355	0.02197717121
356	0.02197308243
357	0.0219691325
358	0.0219648124
359	0.02195957313
360	0.02195327868
361	0.02194805457
362	0.02194465425
363	0.0219364752
364	0.0219331131
365	0.02192807693
366	0.02192458553
367	0.02192102187
368	0.02191531105
369	0.02191142597
370	0.02190751768
371	0.02190410546
372	0.02189764806
373	0.02189230262
374	0.02188613248
375	0.02187921378
376	0.02187204222
377	0.02186853992
378	0.02186204227
379	0.02185712541
380	0.02185351777
381	0.0218485647
382	0.02184610707
383	0.02184323537
384	0.02183833973
385	0.02183090542
386	0.02182666891
387	0.02182195915
388	0.0218181154
389	0.02181231632
390	0.02180778276
391	0.02180451207
392	0.02180093929
393	0.02179716259
394	0.02179324292
395	0.0217916243
396	0.0217894591
397	0.02178664656
398	0.02178079487
399	0.0217764588
400	0.02177254828
401	0.0217643345
402	0.02175976103
403	0.02175621247
404	0.02175225538
405	0.02174956379
406	0.0217440445
407	0.02173817536
408	0.02173314912
409	0.0217302863
410	0.02172326276
411	0.0217194257
412	0.02171574045
413	0.02171122124
414	0.02170673013
415	0.02170388224
416	0.02170011219
417	0.0216960559
418	0.02169269758
419	0.02168491547
420	0.02168091067
421	0.02167905343
422	0.02167495105
423	0.02167123943
424	0.0216658374
425	0.0216597682
426	0.0216555159
427	0.02165131367
428	0.02164810057
429	0.02164412993
430	0.02163818875
431	0.02163480536
432	0.02163060124
433	0.02162745473
434	0.02162328613
435	0.02161927395
436	0.02161541885
437	0.02160929012
438	0.02160676935
439	0.02160400681
440	0.02160055652
441	0.02159546462
442	0.02159034761
443	0.02158616571
444	0.02158084146
445	0.0215789113
446	0.02157586604
447	0.02157319903
448	0.02156995066
449	0.02156806553
450	0.02156409138
451	0.02155925244
452	0.02155417897
453	0.02154867463
454	0.0215440151
455	0.02153944323
456	0.02153550558
457	0.02153185492
458	0.02152697805
459	0.02152251172
460	0.02151924536
461	0.02151671077
462	0.02150972348
463	0.02150792174
464	0.0215036239
465	0.02150045274
466	0.02149517777
467	0.02149056529
468	0.02148662717
469	0.0214823618
470	0.02147933914
471	0.02147492065
472	0.02147164232
473	0.02146432793
474	0.02146193851
475	0.02145899671
476	0.02145623765
477	0.02145131755
478	0.02144693853
479	0.02144531789
480	0.02144143566
481	0.02143698297
482	0.02143363955
483	0.0214300216
484	0.02142656608
485	0.02142223404
486	0.02141878362
487	0.0214145472
488	0.02141016462
489	0.02140619691
490	0.02139955185
491	0.02139569624
492	0.02139156823
493	0.02138793192
494	0.02138537719
495	0.02137897836
496	0.02137298782
497	0.021368881
498	0.02136374676
499	0.02136121697
500	0.02135722122
501	0.02135273124
502	0.0213483993
503	0.02134554633
504	0.02134201254
505	0.02134004828
506	0.02133730579
507	0.02133234266
508	0.02132872722
509	0.02132449595
510	0.02132061906
511	0.02131629571
512	0.02131210209
513	0.02130819057
514	0.02130455331
515	0.02129979621
516	0.02129682459
517	0.02129268217
518	0.02129031669
519	0.0212873178
520	0.02128522659
521	0.02128111981
522	0.02127782139
523	0.02127559759
524	0.02127148545
525	0.02126875864
526	0.02126527317
527	0.02126303625
528	0.02126021266
529	0.02125677675
530	0.02125326032
531	0.0212501662
532	0.02124681664
533	0.02124231886
534	0.02124023201
535	0.02123640914
536	0.0212311132
537	0.02122686699
538	0.02122394784
539	0.02122112068
540	0.02121837002
541	0.02121625517
542	0.02121282669
543	0.02121095392
544	0.02120629861
545	0.02120231421
546	0.02119816727
547	0.02119135472
548	0.02118697595
549	0.02118395465
550	0.02118191573
551	0.0211801451
552	0.02117714572
553	0.02117432945
554	0.02117211063
555	0.02116903199
556	0.02116730214
557	0.02116478094
558	0.02116154457
559	0.02115963457
560	0.02115550868
561	0.02115253593
562	0.02114837842
563	0.02114517578
564	0.02114335332
565	0.02114152434
566	0.0211394162
567	0.02113607899
568	0.02113155874
569	0.02112920647
570	0.02112335164
571	0.02111979049
572	0.02111713571
573	0.02111311467
574	0.02110978542
575	0.02110830028
576	0.02110720775
577	0.02110515783
578	0.02110339904
579	0.02109947126
580	0.02109573629
581	0.02109244129
582	0.02109025457
583	0.02108717314
584	0.02108357106
585	0.0210808186
586	0.0210757058
587	0.02107161895
588	0.02106968085
589	0.02106657544
590	0.02106486315
591	0.02106179236
592	0.02105707112
593	0.02105458488
594	0.02105262824
595	0.02104938987
596	0.02104555676
597	0.02103986551
598	0.0210373104
599	0.02103316403
600	0.02103030363
601	0.02102660266
602	0.0210197229
603	0.02101653356
604	0.02101315371
605	0.0210113569
606	0.02100967352
607	0.02100763149
608	0.0210057584
609	0.02100234947
610	0.02100045471
611	0.02099913487
612	0.02099703536
613	0.02099468601
614	0.02099066879
615	0.02098567198
616	0.02098217637
617	0.02097894063
618	0.02097566543
619	0.02096967157
620	0.02096656012
621	0.02096482897
622	0.02096247422
623	0.02096008744
624	0.02095726405
625	0.02095374393
626	0.02095196914
627	0.02094747947
628	0.02094450979
629	0.02094123139
630	0.02093964513
631	0.02093624133
632	0.02093235923
633	0.02092995414
634	0.02092852603
635	0.02092501307
636	0.02092261157
637	0.02091983534
638	0.02091870902
639	0.02091631231
640	0.02091464654
641	0.02090991734
642	0.02090723919
643	0.02090576325
644	0.02090308694
645	0.02090144121
646	0.02089778924
647	0.02089511084
648	0.0208936814
649	0.02089273728
650	0.02089086171
651	0.02088973447
652	0.02088596641
653	0.0208835104
654	0.02087963761
655	0.02087644275
656	0.02087349806
657	0.02087001751
658	0.02086786029
659	0.02086587913
660	0.02086497333
661	0.02086164244
662	0.02085716006
663	0.02085467138
664	0.02085274972
665	0.02085160899
666	0.02084841984
667	0.02084572452
668	0.02084232303
669	0.02084047089
670	0.02083725291
671	0.02083454947
672	0.0208312291
673	0.02082849495
674	0.02082617366
675	0.02082351626
676	0.02082107991
677	0.02081826182
678	0.02081650581
679	0.02081358691
680	0.02081134025
681	0.0208096402
682	0.02080833443
683	0.02080266585
684	0.02079936073
685	0.02079668574
686	0.02079539634
687	0.02079292625
688	0.02079071202
689	0.0207883044
690	0.02078634997
691	0.02078288529
692	0.02078109396
693	0.02077665164
694	0.02077128857
695	0.02076632285
696	0.02076523112
697	0.02076321181
698	0.02076111657
699	0.020758157
700	0.0207564031
701	0.02075371385
702	0.0207517025
703	0.02074817815
704	0.02074533996
705	0.02074282583
706	0.02074093502
707	0.02073969645
708	0.02073819926
709	0.02073462697
710	0.02072998298
711	0.02072724847
712	0.0207242592
713	0.02072133422
714	0.02071800931
715	0.02071506109
716	0.02071299399
717	0.02071117308
718	0.02070785874
719	0.02070549857
720	0.02070224244
721	0.02069921267
722	0.02069640286
723	0.02069232641
724	0.02069042232
725	0.02068817084
726	0.02068489513
727	0.02068195756
728	0.0206778797
729	0.02067475161
730	0.02067052489
731	0.02066769531
732	0.02066609198
733	0.02066408094
734	0.02066051681
735	0.0206569966
736	0.02065408691
737	0.02065168201
738	0.02064848892
739	0.02064539875
740	0.02064330585
741	0.02063949539
742	0.02063748519
743	0.02063621331
744	0.02063312168
745	0.02063250581
746	0.02063103498
747	0.02062795579
748	0.02062672931
749	0.02062431433
750	0.02062129909
751	0.02061852883
752	0.02061653481
753	0.02061455576
754	0.02061188652
755	0.02061071919
756	0.02060740601
757	0.02060605673
758	0.020603807
759	0.02060230401
760	0.02060122098
761	0.02059848537
762	0.02059616675
763	0.02059371456
764	0.02059232769
765	0.02058821166
766	0.02058455125
767	0.02058093218
768	0.02057904586
769	0.02057700341
770	0.02057585976
771	0.02057404174
772	0.02057108353
773	0.02056968335
774	0.02056852939
775	0.02056573592
776	0.02056119713
777	0.02055824446
778	0.02055623509
779	0.02055386375
780	0.02055188473
781	0.02054861748
782	0.02054612296
783	0.02054418224
784	0.02054244298
785	0.02053987364
786	0.02053793279
787	0.02053611405
788	0.02053359306
789	0.02053182147
790	0.02052946203
791	0.02052608486
792	0.02052373446
793	0.02052046745
794	0.02051788104
795	0.02051719376
796	0.02051560788
797	0.0205139327
798	0.02051152957
799	0.02050949978
800	0.0205061237
801	0.02050421674
802	0.02050169377
803	0.02049993708
804	0.02049760322
805	0.0204946822
806	0.02049247853
807	0.02048966834
808	0.02048820376
809	0.02048548961
810	0.0204838461
811	0.02048141862
812	0.02048008871
813	0.02047839699
814	0.02047681798
815	0.02047348201
816	0.02046986689
817	0.02046836521
818	0.02046607436
819	0.02046379906
820	0.02046003167
821	0.02045738869
822	0.0204544306
823	0.02045203395
824	0.02044807388
825	0.02044700652
826	0.0204460359
827	0.02044465358
828	0.02044207506
829	0.02044041647
830	0.02043872818
831	0.0204356373
832	0.0204329277
833	0.02043115599
834	0.02042830941
835	0.02042668724
836	0.02042464159
837	0.02042323179
838	0.02042008948
839	0.02041579704
840	0.02041290914
841	0.02040853666
842	0.02040705732
843	0.0204049203
844	0.0204019865
845	0.02039943832
846	0.02039702265
847	0.02039348299
848	0.02038960539
849	0.02038576172
850	0.02038274914
851	0.02038177034
852	0.02037822865
853	0.02037616643
854	0.02037450075
855	0.02037160849
856	0.02036926419
857	0.02036636155
858	0.02036332615
859	0.0203606459
860	0.02035881176
861	0.02035652046
862	0.02035389523
863	0.02035211055
864	0.0203499332
865	0.02034743628
866	0.02034599309
867	0.02034289334
868	0.0203400561
869	0.02033850532
870	0.02033602001
871	0.02033336511
872	0.02033154497
873	0.02032900098
874	0.02032655597
875	0.0203241715
876	0.02032315635
877	0.02032099191
878	0.02031947396
879	0.02031685801
880	0.02031482146
881	0.02031387122
882	0.02031119419
883	0.02030960263
884	0.02030824482
885	0.02030482645
886	0.02030244696
887	0.02030110877
888	0.02029905401
889	0.02029734888
890	0.02029534955
891	0.0202918026
892	0.02028926913
893	0.02028679876
894	0.02028504229
895	0.02028318468
896	0.02028072295
897	0.02027970609
898	0.02027800318
899	0.02027631233
900	0.02027489709
901	0.02027341033
902	0.02027192165
903	0.02027081133
904	0.0202683063
905	0.02026621732
906	0.02026390185
907	0.02026139119
908	0.02025717172
909	0.02025556975
910	0.02025346692
911	0.02025075981
912	0.02024902972
913	0.02024524788
914	0.02024276036
915	0.0202393168
916	0.02023785233
917	0.02023703732
918	0.02023555422
919	0.02023276934
920	0.02023110088
921	0.02022976239
922	0.02022886919
923	0.02022731022
924	0.02022597145
925	0.02022318073
926	0.02022040751
927	0.02021902941
928	0.02021586741
929	0.02021301167
930	0.02021035767
931	0.02020889996
932	0.02020723569
933	0.02020589157
934	0.02020489612
935	0.02020342364
936	0.02020127281
937	0.02019811493
938	0.02019715258
939	0.02019483782
940	0.02019335319
941	0.02019133949
942	0.02019036386
943	0.02018727099
944	0.02018474189
945	0.02018340824
946	0.02018253935
947	0.02018111411
948	0.02017985162
949	0.02017842483
950	0.02017520639
951	0.02017355434
952	0.02017285409
953	0.02017135576
954	0.02016813033
955	0.02016661905
956	0.0201647526
957	0.02016356156
958	0.02016149875
959	0.02015957159
960	0.0201563599
961	0.02015405119
962	0.02015311179
963	0.02015058628
964	0.02014862726
965	0.02014662064
966	0.02014458027
967	0.02014320824
968	0.02014162621
969	0.02013831497
970	0.02013503411
971	0.02013197723
972	0.02013073301
973	0.02012921137
974	0.02012622225
975	0.0201248491
976	0.02012277909
977	0.02012035424
978	0.0201189589
979	0.02011637255
980	0.02011322122
981	0.02011058993
982	0.02010867974
983	0.02010666989
984	0.02010424663
985	0.02010000399
986	0.02009927499
987	0.02009747194
988	0.02009667624
989	0.02009503275
990	0.02009181705
991	0.02008862638
992	0.02008781634
993	0.0200833899
994	0.02008125309
995	0.02008033741
